10,"['Johnson & Johnson', 'AmerisourceBergen', 'Comcast', 'MetLife', 'Amazon.com', 'Cardinal Health', 'Freddie Mac', 'Verizon Communications', 'UnitedHealth Group', 'McKesson', 'Exxon Mobil', 'FedEx', 'General Electric', 'United Parcel Service', 'Bank of America', 'IBM', 'Chevron', 'Walgreens Boots Alliance', 'DuPont de Nemours', 'Procter & Gamble', 'Boeing', 'Marathon Petroleum', 'Anthem', 'CVS Health', 'Alphabet', 'PepsiCo', 'State Farm Insurance', 'General Motors', 'Walmart', 'Berkshire Hathaway', 'Valero Energy', 'Apple', 'Archer Daniels Midland', 'Citigroup', 'Fannie Mae', 'Target', 'Prudential Financial', 'Ford Motor', 'Home Depot', 'United Technologies', 'Microsoft', 'Wells Fargo', 'Dell Technologies', ""Lowe's"", 'JPMorgan Chase', 'Costco Wholesale', 'Kroger', 'AT&T', 'Intel', 'Phillips 66']"
11,"['CVS Health', 'Marathon Petroleum', 'Valero Energy', 'Dell Technologies', 'State Farm Insurance', 'Home Depot', 'AmerisourceBergen', 'Verizon Communications', 'AT&T', 'Walgreens Boots Alliance', 'General Motors', 'Wells Fargo', 'DuPont de Nemours', ""Lowe's"", 'United Parcel Service', 'Citigroup', 'Anthem', 'Phillips 66', 'Amazon.com', 'Alphabet', 'Procter & Gamble', 'IBM', 'Johnson & Johnson', 'Bank of America', 'Chevron', 'Cardinal Health', 'McKesson', 'Archer Daniels Midland', 'Fannie Mae', 'United Technologies', 'Ford Motor', 'Walmart', 'Microsoft', 'Target', 'Apple', 'Comcast', 'UnitedHealth Group', 'PepsiCo', 'Intel', 'Kroger', 'Prudential Financial', 'General Electric', 'FedEx', 'Berkshire Hathaway', 'JPMorgan Chase', 'Freddie Mac', 'MetLife', 'Boeing', 'Costco Wholesale', 'Exxon Mobil']"
12,"['Archer Daniels Midland', 'Apple', 'Home Depot', 'Amazon.com', 'Comcast', 'Wells Fargo', 'Anthem', 'AT&T', 'Intel', 'Procter & Gamble', 'State Farm Insurance', 'Boeing', 'Dell Technologies', 'DuPont de Nemours', 'IBM', 'FedEx', 'McKesson', 'PepsiCo', 'Costco Wholesale', 'Phillips 66', 'Ford Motor', 'Kroger', 'Alphabet', 'CVS Health', 'Prudential Financial', 'General Electric', 'Citigroup', 'Johnson & Johnson', 'Exxon Mobil', 'Verizon Communications', 'Microsoft', 'Cardinal Health', 'MetLife', 'UnitedHealth Group', 'Walmart', 'General Motors', 'Fannie Mae', 'Valero Energy', ""Lowe's"", 'Chevron', 'Freddie Mac', 'Walgreens Boots Alliance', 'United Parcel Service', 'Target', 'Berkshire Hathaway', 'United Technologies', 'Marathon Petroleum', 'JPMorgan Chase', 'AmerisourceBergen', 'Bank of America']"
13,"['McKesson', 'JPMorgan Chase', 'Anthem', 'United Technologies', 'Fannie Mae', 'General Electric', 'Alphabet', 'Freddie Mac', 'Berkshire Hathaway', 'Johnson & Johnson', 'Ford Motor', 'UnitedHealth Group', 'Intel', 'AT&T', ""Lowe's"", 'PepsiCo', 'MetLife', 'Apple', 'AmerisourceBergen', 'Archer Daniels Midland', 'IBM', 'Boeing', 'Bank of America', 'Marathon Petroleum', 'DuPont de Nemours', 'Microsoft', 'Kroger', 'Home Depot', 'Valero Energy', 'Prudential Financial', 'CVS Health', 'Cardinal Health', 'Phillips 66', 'Citigroup', 'Dell Technologies', 'FedEx', 'State Farm Insurance', 'Walmart', 'General Motors', 'Target', 'Amazon.com', 'Chevron', 'Costco Wholesale', 'Procter & Gamble', 'Walgreens Boots Alliance', 'Verizon Communications', 'Wells Fargo', 'Comcast', 'Exxon Mobil', 'United Parcel Service']"
14,"['Berkshire Hathaway', 'Citigroup', 'Anthem', 'UnitedHealth Group', 'Intel', 'JPMorgan Chase', 'AT&T', 'CVS Health', 'Kroger', 'MetLife', 'Exxon Mobil', 'Phillips 66', 'Alphabet', 'Dell Technologies', 'Apple', 'McKesson', 'Microsoft', 'Costco Wholesale', 'Freddie Mac', 'Amazon.com', 'General Electric', 'Wells Fargo', 'Johnson & Johnson', 'Home Depot', 'Walgreens Boots Alliance', 'FedEx', 'Bank of America', 'Prudential Financial', 'Archer Daniels Midland', 'United Technologies', 'AmerisourceBergen', 'Procter & Gamble', 'General Motors', 'Marathon Petroleum', 'Fannie Mae', 'Walmart', 'Ford Motor', 'IBM', 'Comcast', 'Verizon Communications', 'Target', 'Valero Energy', ""Lowe's"", 'United Parcel Service', 'Boeing', 'DuPont de Nemours', 'Chevron', 'Cardinal Health', 'State Farm Insurance', 'PepsiCo']"
15,"['Johnson & Johnson', 'Verizon Communications', 'United Parcel Service', 'Home Depot', 'Chevron', 'State Farm Insurance', 'UnitedHealth Group', 'Apple', 'Intel', 'CVS Health', 'MetLife', 'PepsiCo', 'FedEx', 'Procter & Gamble', 'Valero Energy', 'Wells Fargo', 'DuPont de Nemours', 'Comcast', 'Costco Wholesale', 'Dell Technologies', 'Marathon Petroleum', 'AT&T', 'Archer Daniels Midland', 'AmerisourceBergen', 'Berkshire Hathaway', 'Walgreens Boots Alliance', 'Bank of America', 'Citigroup', 'Cardinal Health', 'Anthem', 'Ford Motor', 'JPMorgan Chase', 'General Electric', 'Exxon Mobil', 'General Motors', ""Lowe's"", 'Freddie Mac', 'United Technologies', 'Amazon.com', 'Alphabet', 'Walmart', 'Microsoft', 'IBM', 'McKesson', 'Boeing', 'Target', 'Kroger', 'Prudential Financial', 'Fannie Mae', 'Phillips 66']"
16,"['Phillips 66', 'Exxon Mobil', 'Fannie Mae', 'Prudential Financial', 'Marathon Petroleum', 'Apple', 'General Motors', 'Procter & Gamble', 'Anthem', 'Intel', 'JPMorgan Chase', 'AmerisourceBergen', 'Citigroup', 'Boeing', 'AT&T', 'Kroger', 'DuPont de Nemours', 'Target', 'Archer Daniels Midland', 'Walgreens Boots Alliance', 'Home Depot', 'CVS Health', 'Costco Wholesale', 'Berkshire Hathaway', 'United Technologies', 'Dell Technologies', 'United Parcel Service', 'Bank of America', 'General Electric', 'FedEx', 'Wells Fargo', 'Chevron', 'Cardinal Health', 'IBM', 'PepsiCo', 'Comcast', 'Verizon Communications', 'MetLife', 'Valero Energy', 'Microsoft', 'Ford Motor', 'Johnson & Johnson', 'UnitedHealth Group', 'McKesson', 'Freddie Mac', 'Alphabet', ""Lowe's"", 'Amazon.com', 'State Farm Insurance', 'Walmart']"
17,"['Marathon Petroleum', 'General Motors', 'DuPont de Nemours', 'Walmart', 'Walgreens Boots Alliance', 'Ford Motor', 'Intel', 'Costco Wholesale', 'IBM', 'Dell Technologies', 'McKesson', 'Anthem', 'Target', 'UnitedHealth Group', 'Exxon Mobil', 'Johnson & Johnson', 'Cardinal Health', 'Citigroup', ""Lowe's"", 'Prudential Financial', 'Microsoft', 'FedEx', 'United Parcel Service', 'United Technologies', 'Phillips 66', 'MetLife', 'Valero Energy', 'Procter & Gamble', 'Berkshire Hathaway', 'AmerisourceBergen', 'Bank of America', 'Amazon.com', 'Fannie Mae', 'JPMorgan Chase', 'Kroger', 'Comcast', 'CVS Health', 'Apple', 'Boeing', 'Chevron', 'Alphabet', 'State Farm Insurance', 'Freddie Mac', 'AT&T', 'PepsiCo', 'Archer Daniels Midland', 'General Electric', 'Home Depot', 'Wells Fargo', 'Verizon Communications']"
18,"['Procter & Gamble', 'State Farm Insurance', 'Exxon Mobil', 'General Electric', 'Marathon Petroleum', 'Intel', 'Ford Motor', 'Prudential Financial', 'Berkshire Hathaway', 'Verizon Communications', 'Boeing', 'General Motors', 'United Technologies', 'Amazon.com', 'Costco Wholesale', 'Archer Daniels Midland', 'MetLife', 'FedEx', 'Freddie Mac', 'Chevron', 'AT&T', 'Apple', 'Citigroup', 'Comcast', 'Anthem', 'JPMorgan Chase', 'Phillips 66', 'AmerisourceBergen', ""Lowe's"", 'United Parcel Service', 'UnitedHealth Group', 'Wells Fargo', 'CVS Health', 'Home Depot', 'Cardinal Health', 'McKesson', 'Microsoft', 'IBM', 'Walgreens Boots Alliance', 'Kroger', 'Bank of America', 'Target', 'Walmart', 'Dell Technologies', 'Fannie Mae', 'Johnson & Johnson', 'DuPont de Nemours', 'PepsiCo', 'Valero Energy', 'Alphabet']"
19,"['Exxon Mobil', 'IBM', 'PepsiCo', 'Dell Technologies', 'Valero Energy', 'Costco Wholesale', 'Procter & Gamble', 'Freddie Mac', 'Phillips 66', 'Intel', 'Kroger', 'AT&T', 'Boeing', 'Anthem', 'Ford Motor', 'AmerisourceBergen', 'Chevron', 'Bank of America', 'Amazon.com', 'Berkshire Hathaway', 'Walgreens Boots Alliance', 'Wells Fargo', 'Microsoft', 'Alphabet', 'Verizon Communications', 'United Parcel Service', 'General Electric', 'CVS Health', 'Prudential Financial', 'Walmart', 'JPMorgan Chase', 'General Motors', 'DuPont de Nemours', ""Lowe's"", 'Target', 'Apple', 'United Technologies', 'McKesson', 'Home Depot', 'Johnson & Johnson', 'UnitedHealth Group', 'FedEx', 'MetLife', 'State Farm Insurance', 'Fannie Mae', 'Cardinal Health', 'Archer Daniels Midland', 'Marathon Petroleum', 'Citigroup', 'Comcast']"
20,"['Freddie Mac', 'United Technologies', 'Walgreens Boots Alliance', 'Anthem', 'Prudential Financial', 'Fannie Mae', 'State Farm Insurance', 'Target', 'Costco Wholesale', 'General Electric', 'Ford Motor', 'Phillips 66', 'Kroger', 'Apple', 'McKesson', 'Dell Technologies', 'Bank of America', 'Alphabet', 'Exxon Mobil', 'Home Depot', 'AmerisourceBergen', 'Comcast', 'JPMorgan Chase', 'MetLife', 'Walmart', 'DuPont de Nemours', 'Berkshire Hathaway', 'Archer Daniels Midland', 'FedEx', 'Verizon Communications', 'AT&T', 'Marathon Petroleum', 'Valero Energy', 'UnitedHealth Group', 'Microsoft', ""Lowe's"", 'Intel', 'CVS Health', 'Johnson & Johnson', 'General Motors', 'Amazon.com', 'Chevron', 'IBM', 'United Parcel Service', 'Citigroup', 'PepsiCo', 'Cardinal Health', 'Procter & Gamble', 'Boeing', 'Wells Fargo']"
21,"['Walmart', 'Phillips 66', 'JPMorgan Chase', 'CVS Health', 'Verizon Communications', 'Costco Wholesale', 'United Technologies', 'Berkshire Hathaway', 'Cardinal Health', 'Citigroup', 'DuPont de Nemours', 'Walgreens Boots Alliance', 'Wells Fargo', 'Anthem', 'FedEx', 'AmerisourceBergen', 'Valero Energy', 'Microsoft', 'United Parcel Service', 'Bank of America', 'Boeing', 'Dell Technologies', 'Procter & Gamble', 'Amazon.com', 'General Electric', 'Archer Daniels Midland', 'Freddie Mac', 'McKesson', 'Comcast', 'Ford Motor', 'Prudential Financial', 'AT&T', 'Alphabet', 'PepsiCo', 'Johnson & Johnson', 'State Farm Insurance', 'Fannie Mae', 'Marathon Petroleum', 'MetLife', 'Chevron', 'Target', 'Exxon Mobil', 'Home Depot', 'IBM', 'Intel', 'Kroger', 'General Motors', 'UnitedHealth Group', 'Apple', ""Lowe's""]"
22,"['CVS Health', 'Comcast', 'Target', 'Verizon Communications', 'General Electric', 'United Technologies', 'Walgreens Boots Alliance', 'Archer Daniels Midland', 'UnitedHealth Group', 'Prudential Financial', 'Microsoft', 'Dell Technologies', 'General Motors', 'Kroger', 'JPMorgan Chase', 'Johnson & Johnson', 'Valero Energy', 'Costco Wholesale', 'Anthem', 'Bank of America', 'State Farm Insurance', 'Boeing', 'Berkshire Hathaway', 'Ford Motor', 'Home Depot', 'Walmart', 'Cardinal Health', 'Wells Fargo', 'Citigroup', 'Chevron', ""Lowe's"", 'Marathon Petroleum', 'PepsiCo', 'MetLife', 'Phillips 66', 'Intel', 'United Parcel Service', 'Exxon Mobil', 'Apple', 'Procter & Gamble', 'FedEx', 'Freddie Mac', 'IBM', 'AT&T', 'Alphabet', 'Amazon.com', 'McKesson', 'DuPont de Nemours', 'AmerisourceBergen', 'Fannie Mae']"
23,"['General Motors', 'MetLife', 'Wells Fargo', 'Microsoft', 'Procter & Gamble', 'General Electric', 'AT&T', 'Dell Technologies', 'Kroger', 'Bank of America', 'Johnson & Johnson', 'Archer Daniels Midland', 'Alphabet', 'Boeing', 'Anthem', 'JPMorgan Chase', 'Freddie Mac', 'State Farm Insurance', 'Home Depot', 'Chevron', 'Prudential Financial', 'IBM', 'AmerisourceBergen', 'Walmart', 'Cardinal Health', 'UnitedHealth Group', 'DuPont de Nemours', 'Phillips 66', 'Ford Motor', 'Berkshire Hathaway', 'PepsiCo', 'Comcast', 'Exxon Mobil', 'Costco Wholesale', 'Intel', 'Target', ""Lowe's"", 'Valero Energy', 'FedEx', 'Marathon Petroleum', 'CVS Health', 'Citigroup', 'McKesson', 'Fannie Mae', 'Walgreens Boots Alliance', 'United Technologies', 'Verizon Communications', 'Amazon.com', 'United Parcel Service', 'Apple']"
24,"['Walgreens Boots Alliance', 'Fannie Mae', 'General Electric', 'Ford Motor', 'State Farm Insurance', 'FedEx', 'AmerisourceBergen', 'Alphabet', 'Wells Fargo', 'PepsiCo', 'United Parcel Service', 'Apple', 'Amazon.com', 'MetLife', 'Dell Technologies', 'United Technologies', 'JPMorgan Chase', 'Cardinal Health', 'AT&T', 'DuPont de Nemours', ""Lowe's"", 'Boeing', 'Home Depot', 'Bank of America', 'Freddie Mac', 'Intel', 'Phillips 66', 'General Motors', 'Prudential Financial', 'Exxon Mobil', 'Costco Wholesale', 'Target', 'Citigroup', 'Anthem', 'Valero Energy', 'Walmart', 'UnitedHealth Group', 'Comcast', 'CVS Health', 'Archer Daniels Midland', 'McKesson', 'Chevron', 'Kroger', 'Marathon Petroleum', 'IBM', 'Johnson & Johnson', 'Verizon Communications', 'Berkshire Hathaway', 'Procter & Gamble', 'Microsoft']"
25,"['Costco Wholesale', 'Ford Motor', 'Exxon Mobil', 'United Parcel Service', 'PepsiCo', 'Comcast', 'IBM', 'Anthem', 'Berkshire Hathaway', 'UnitedHealth Group', 'CVS Health', 'Wells Fargo', 'State Farm Insurance', 'AmerisourceBergen', ""Lowe's"", 'Target', 'AT&T', 'Boeing', 'Fannie Mae', 'Archer Daniels Midland', 'Alphabet', 'Intel', 'JPMorgan Chase', 'Procter & Gamble', 'DuPont de Nemours', 'Kroger', 'Bank of America', 'Apple', 'United Technologies', 'Walgreens Boots Alliance', 'Freddie Mac', 'McKesson', 'FedEx', 'Cardinal Health', 'Walmart', 'Chevron', 'Home Depot', 'Dell Technologies', 'Valero Energy', 'Prudential Financial', 'Amazon.com', 'Citigroup', 'Marathon Petroleum', 'General Motors', 'Microsoft', 'Johnson & Johnson', 'MetLife', 'Verizon Communications', 'General Electric', 'Phillips 66']"
26,"[""Lowe's"", 'Amazon.com', 'FedEx', 'Target', 'IBM', 'Valero Energy', 'State Farm Insurance', 'United Technologies', 'Apple', 'Freddie Mac', 'Archer Daniels Midland', 'Kroger', 'General Motors', 'Walmart', 'Wells Fargo', 'Ford Motor', 'CVS Health', 'Alphabet', 'Berkshire Hathaway', 'Cardinal Health', 'Boeing', 'DuPont de Nemours', 'General Electric', 'Walgreens Boots Alliance', 'Procter & Gamble', 'AT&T', 'MetLife', 'JPMorgan Chase', 'Costco Wholesale', 'Anthem', 'Bank of America', 'Prudential Financial', 'United Parcel Service', 'Marathon Petroleum', 'PepsiCo', 'Home Depot', 'Comcast', 'Johnson & Johnson', 'Chevron', 'Intel', 'Fannie Mae', 'Dell Technologies', 'Phillips 66', 'Verizon Communications', 'AmerisourceBergen', 'Citigroup', 'McKesson', 'Microsoft', 'UnitedHealth Group', 'Exxon Mobil']"
27,"['Microsoft', 'Home Depot', 'Dell Technologies', 'AT&T', 'CVS Health', 'Prudential Financial', 'Walmart', 'Verizon Communications', 'Citigroup', 'United Technologies', 'MetLife', 'Bank of America', 'Kroger', 'Target', 'JPMorgan Chase', 'UnitedHealth Group', 'Intel', 'State Farm Insurance', 'Boeing', 'PepsiCo', 'United Parcel Service', 'FedEx', 'Comcast', 'Berkshire Hathaway', 'DuPont de Nemours', 'Procter & Gamble', 'McKesson', 'Fannie Mae', 'Apple', 'Cardinal Health', 'Walgreens Boots Alliance', 'Johnson & Johnson', 'AmerisourceBergen', 'General Motors', ""Lowe's"", 'Wells Fargo', 'Alphabet', 'Chevron', 'IBM', 'Freddie Mac', 'Exxon Mobil', 'Marathon Petroleum', 'Valero Energy', 'Phillips 66', 'Costco Wholesale', 'Anthem', 'Amazon.com', 'Ford Motor', 'Archer Daniels Midland', 'General Electric']"
28,"['Home Depot', 'McKesson', 'Boeing', 'Freddie Mac', 'MetLife', 'PepsiCo', 'JPMorgan Chase', 'Berkshire Hathaway', 'Costco Wholesale', 'IBM', 'Phillips 66', 'Exxon Mobil', 'Prudential Financial', 'DuPont de Nemours', 'Wells Fargo', 'Kroger', 'Amazon.com', 'United Parcel Service', 'Marathon Petroleum', 'CVS Health', 'Archer Daniels Midland', 'Bank of America', 'Microsoft', 'Citigroup', 'Walmart', 'Verizon Communications', 'Intel', 'Procter & Gamble', 'Apple', 'AmerisourceBergen', 'Dell Technologies', 'General Motors', 'Johnson & Johnson', 'Fannie Mae', ""Lowe's"", 'Cardinal Health', 'UnitedHealth Group', 'Chevron', 'Valero Energy', 'Target', 'AT&T', 'United Technologies', 'Ford Motor', 'General Electric', 'FedEx', 'State Farm Insurance', 'Walgreens Boots Alliance', 'Comcast', 'Anthem', 'Alphabet']"
29,"['Costco Wholesale', 'Valero Energy', 'CVS Health', 'Berkshire Hathaway', 'Alphabet', 'State Farm Insurance', 'Ford Motor', 'Microsoft', ""Lowe's"", 'Citigroup', 'Johnson & Johnson', 'Dell Technologies', 'Walmart', 'Anthem', 'JPMorgan Chase', 'Kroger', 'United Technologies', 'Home Depot', 'Cardinal Health', 'Exxon Mobil', 'Marathon Petroleum', 'Amazon.com', 'Walgreens Boots Alliance', 'Freddie Mac', 'FedEx', 'Boeing', 'Procter & Gamble', 'General Electric', 'IBM', 'Phillips 66', 'Bank of America', 'AT&T', 'Comcast', 'PepsiCo', 'UnitedHealth Group', 'Archer Daniels Midland', 'Fannie Mae', 'Wells Fargo', 'Intel', 'United Parcel Service', 'Target', 'General Motors', 'McKesson', 'MetLife', 'Prudential Financial', 'Chevron', 'Verizon Communications', 'AmerisourceBergen', 'DuPont de Nemours', 'Apple']"
